Link Text,Link Href,Date
"Liisa Ansala kritisoi poukkoilevaa vero­pää­tök­sen­tekoa: ”Korotetaan veroa, jota ei ole kertaakaan vielä kerätty”",https://yle.fi/a/74-20084249,17.4.
Venäjän metallit joutuivat lännen pako­te­listalle: miten käy Nornickel Harjavallan venäläisen nikkelin?,https://yle.fi/a/74-20084235,17.4.
Pieneneekö sinun eläkkeesi? Testaa Ylen koneella,https://yle.fi/a/74-20084003,17.4.
Yritysten suhdan­ne­luvut Pohjois-Karjalassa molli­voit­toisia,https://yle.fi/a/74-20084123,17.4.
Mepit epäilevät EU-inves­toin­ti­ra­hastoa: Tukea jaettaisiin eniten köyhille maille eikä parhaille ideoille,https://yle.fi/a/74-20083829,17.4.
Oppo­si­tio­joh­tajat tyrmäävät hallituksen säästö­pa­ketin – Lindtman kuvaa säästöjä kohtuut­tomiksi,https://yle.fi/a/74-20084052,16.4.
Näihin asioihin hallitus antaa lisää rahaa,https://yle.fi/a/74-20084049,16.4.
"ALV:n korotus jakaa yrittäjien mielipiteitä Lappeen­rannassa – ”En tiedä, mikä se viisasten kivi on”, sanoo yrittäjä",https://yle.fi/a/74-20084048,16.4.
Ylen talous pysyi tasapainossa vuonna 2023,https://yle.fi/aihe/a/20-10006605,16.4.
Näillä palkoilla ja eläkkeillä verotus kiristyy,https://yle.fi/a/74-20084032,16.4.
Katso lista: tämä kaikki muuttuu hallituksen leikkauksilla ja veron­ko­ro­tuksilla,https://yle.fi/a/74-20083988,16.4.
A-studion vieraana Petteri Orpo – mitä haluaisit kysyä päämi­nis­teriltä kehys­rii­hi­pää­töksistä?,https://yle.fi/a/74-20083907,16.4.
Maakun­ta­johtaja kehys­riihestä: Miten käy Etelä-Savon tieverkolle ja nettiyh­teyksille?,https://yle.fi/a/74-20083939,16.4.
"Veronkorotus iskee kukkaroosi jopa sadoilla euroilla – alvipeli paljastaa, kuinka hirmu moni asia voi kallistua",https://yle.fi/a/74-20083886,16.4.
"Onko sinulla ollut vaikeuksia elatus­mak­sujen kanssa? Kerro meille kokemuksesi, teemme juttua",https://yle.fi/a/74-20083900,16.4.
Häiriö Nordean verkko­pankissa: nähtävillä oli muiden ihmisten ja firmojen tilejä,https://yle.fi/a/74-20083896,16.4.
Pörssiyhtiö Rush Factory sai Maskulta taas lisäaikaa – takaraja siirtyi kesäkuulle,https://yle.fi/a/74-20083880,16.4.
ALV-kiristys koituu kaikkien makset­tavaksi – Veron­mak­sajain keskusliiton toimi­tus­johtaja yllättyi hallituksen päätöksestä,https://yle.fi/a/74-20083858,16.4.
"Suomeen avautui tehdas, joka valmistaa maailman ruoka­tuo­tannon muuttavaa jauhetta",https://yle.fi/a/74-20083845,16.4.
Vanhat takavetoiset laatuautot ovat nyt nuorten suosiossa – nämä ovat halutuimmat merkit,https://yle.fi/a/74-20083003,16.4.
Iranin isku vaikuttaa talouteen toistaiseksi vain vähän – Nordean Nummelin: ”Markkinat huokaisivat helpo­tuksesta”,https://yle.fi/a/74-20083774,15.4.
Analyysi: Japanilainen pelijätti tekee kaiken väärin mutta menestyy – tästä johtuu Nintendon suosio,https://yle.fi/a/74-20083177,15.4.
"Janne Katajan ja Aku Hirviniemen tuotan­to­yhtiö hakeutuu konkurssiin, tässä syy",https://yle.fi/a/74-20083815,15.4.
"Tekstii­li­kuitua, vetyä, ammoniakkia – Meri-Lapin hankkeet toisivat teolli­suuteen vihreyttä ja ihmisille työpaikkoja",https://yle.fi/a/74-20082831,15.4.
Istekki vähentää melkein sata työntekijää ja muuttaa monen työsuhdetta,https://yle.fi/a/74-20083751,15.4.
Keski-Suomen talous supistunut viime keväästä lähtien – erityisesti rakennusala hiljeni,https://yle.fi/a/74-20083680,15.4.
Professorit: Pääoma­tu­lojen verotuksessa olisi mahdol­li­suuksia,https://yle.fi/a/74-20083620,15.4.
Tällaisia sähkön hintoja odotetaan keväälle – sähköyhtiön pääana­lyytikko: ”Spot-markkinoilla ei isoja hintoja nähdä”,https://yle.fi/a/74-20083190,15.4.
OP:n maksamat bonukset ovat päätymässä osittain vero­tet­taviksi – pankki kaavailee muutoksia,https://yle.fi/a/74-20082648,14.4.
"Katso, miten Suomen talous vertautuu Ruotsiin ja Tanskaan – tämän vuoksi emme pysy tuotta­vuudessa perässä",https://yle.fi/a/74-20083542,13.4.
Suomen talous on ollut miinuksella 15 vuotta – mistä julkisen talouden ahdinko oikein johtuu?,https://yle.fi/a/74-20082794,13.4.
Yleisur­heilun olympia­päätös kuohuttaa – suoma­laispomo vastaa kritiikkiin ja avaa histo­rial­lisen muutoksen syyt,https://yle.fi/a/74-20083345,13.4.
"Rikkaat kertovat, miten inflaatio vaikuttaa heidän elämäänsä: ”Joutuu näpyt­te­lemään PIN-koodin”",https://yle.fi/a/74-20082493,13.4.
Näin tunnetut eläkeläiset vastaavat ehdotukseen eläke­leik­kauksista lasten ja nuorten hyväksi: ”No kympin kuussa”,https://yle.fi/a/74-20083476,12.4.
Suomen verotuotot ovat laskeneet itsestään jo vuosia – yllättävälle ilmiölle on neljä keskeistä syytä,https://yle.fi/a/74-20082813,12.4.
"Tuntuuko sinusta, että saattaisit olla shoppai­luaddikti? Kerro meille koke­muk­sistasi, teemme juttua aiheesta",https://yle.fi/a/74-20083404,12.4.
Venetsia ottaa käyttöön pääsymaksun päivä­mat­kai­lijoille vähen­tääkseen ruuhkia ja suojel­lakseen maail­man­pe­rin­tö­kohdetta,https://yle.fi/a/74-20083363,12.4.
Paikallisen sopimisen laajen­ta­miselle sataa työnte­ki­jä­leiristä murska­kri­tiikkiä – muutoksen lausunto­kierros päättyi tänään,https://yle.fi/a/74-20083358,12.4.
Kysely: Ruoan verotuksen nostamiselle tyrmäys – kaksi vastaajaa viidestä pitää ruokaa liian kalliina tuloihinsa nähden,https://yle.fi/a/74-20083354,12.4.
"Suomen hallitus haluaa säästää kolme miljardia euroa ja äkkiä – leikkaa itse ja päätä, kuka kärsii",https://yle.fi/a/74-20082596,12.4.
"Pörssiyhtiö Rush Factoryn kohtalo ratkeaa maanantaina – Masku päättää, pannaanko sakko maksuun vai saako yhtiö lisäaikaa",https://yle.fi/a/74-20083317,12.4.
Suomessa vain harvat ryhtyvät yrittäjiksi ja vielä harvemmat tavoit­te­levat kasvua – ”Oli aika rankkaa”,https://yle.fi/a/74-20082142,12.4.
"Eläkkeistä pitää leikata, ettei nuorilta tarvitse, sanoo talous­tie­teilijä Sixten Korkman",https://yle.fi/a/74-20083291,11.4.
"”Tapaus Paqpa” nosti pinnalle epäilyn, että moni tubettaja jättää tuloja ilmoit­tamatta – ”Mukana on myös tarkoi­tuk­sellista toimintaa”, sanoo verottaja",https://yle.fi/a/74-20083178,11.4.
Uutinen minuutissa: Trump suututti kaikki – aborttioi­keutensa menet­tä­neiden arizona­laisten raivo säikäytti,https://yle.fi/a/74-20083254,11.4.
"Miljoo­nalaina erääntyi, yhtiöllä rahaa kymppitonni – kauppa­kiinteistö konkurssiin Savon­linnassa",https://yle.fi/a/74-20083233,11.4.
Odotukset vahvistuvat: kesäkuussa korot käännetään laskuun,https://yle.fi/a/74-20083158,11.4.
"Ihmisillä on vaikeuksia maksaa sähkö­las­kujaan, ja se näkyy nyt maksu­häi­riö­mer­kinnöissä: niitä tulee satoja joka kuukausi",https://yle.fi/a/74-20082030,11.4.
"Vaatejätit H&M ja Zara ovat käyttäneet brasi­lialaista ”vastuullista puuvillaa”, jonka tuotanto aiheuttaakin metsäkatoa",https://yle.fi/a/74-20083168,11.4.
"Ykkösaamun vieraana on säveltäjä, kapel­li­mestari Esa-Pekka Salonen – mitä haluat kysyä häneltä?",https://yle.fi/a/74-20082887,11.4.
BASF aloittaa muutos­neu­vot­telut Harjavallan akku­ma­te­ri­aa­li­tehtaalla – syynä pitkittynyt lupaprosessi,https://yle.fi/a/74-20083173,11.4.
"Fortum kehittää Orimattilaan suurta voimalaa, joka tuottaisi jopa viidenneksen koko Suomen aurin­ko­sähköstä",https://yle.fi/a/74-20083136,11.4.
Vielä viime viikolla Lahdella oli suunnitelma talouden oikaisusta – sitten kaksi kansan­edus­tajaa ajoi kaupungin jumiin,https://yle.fi/a/74-20082938,11.4.
Suomalaisten kulutuksen hiili­ja­lanjälki lähes puolittunut 2000-luvulla – kestävään tasoon on asiantun­tijan mukaan yhä matkaa,https://yle.fi/a/74-20083118,11.4.
Analyysi: Keneltä kaikilta tekoäly viekään työt? Sitä ei tiedä vielä kukaan,https://yle.fi/a/74-20082773,11.4.
"Huna­ja­hui­jauksille tulee stoppi, ja mehujen soke­ri­pi­toisuutta avataan kuluttajille – tätä tarkoittaa ”aamiais­di­rektiivi”",https://yle.fi/a/74-20083086,10.4.
"Analyysi: Ranska elää pahasti yli varojensa, Macronin valta horjuu – kaksi grafiikkaa kertoo, mistä on kyse",https://yle.fi/a/74-20082969,10.4.
Asiantun­tijat kahta mieltä: asunto­lainasi korko on vuoden päästä toden­nä­köisesti kaksi tai kolme prosenttia,https://yle.fi/a/74-20082881,10.4.
Tässä ovat suurimmat yritystukien saajat – tutkija ihmettelee jättitukia saavia ”kantiksia” ja ”outouksia”,https://yle.fi/a/74-20082162,10.4.
Temun aggressii­vinen markkinointi hiertää jo valtioitakin: Saksa ja Etelä-Korea pohtivat oikeustoimia,https://yle.fi/a/74-20082924,10.4.
Pekka Vahvasen videokolumni: Kulttuurin rahoit­tamista uskalletaan perustella vain ulko­puo­lisella hyödyllä,https://yle.fi/a/74-20082926,10.4.
Metsä Group pohtii uuden tehtaan perustamista Raumalle – puukui­tu­pak­kaukset voisivat korvata muovin noutoruoissa,https://yle.fi/a/74-20082319,10.4.
Finnwatchin tutki­mus­raportti listaa yli 40 keinoa vero­jär­jes­telmän korjaamiseen – yli miljardi lisää verotuloja valtiolle,https://yle.fi/a/74-20082863,10.4.
"Lappeen­rannan juuri valittu kaupun­gin­johtaja jää isyysvapaalle, koska haluaa näyttää esimerkkiä",https://yle.fi/a/74-20082705,9.4.
"Tuntuuko, että vauraus kasautuu liian harvoille? Ranskalainen tähtie­ko­nomisti Thomas Piketty on samaa mieltä",https://yle.fi/a/74-20082735,9.4.
Asiantuntija: Kristii­nan­kau­punkiin tehdasta suunnit­te­levan yhdys­val­ta­lais­yhtiön taloudessa huoles­tut­tavia piirteitä,https://yle.fi/a/74-20082844,9.4.
Tässä yrityksessä työntekijät päättävät työehdoista pomojen kanssa: ”Ei ollut enää tarvetta liian jäykälle toiminnalle”,https://yle.fi/a/74-20082697,9.4.
Ranska pistää nyt kaikki paukut tekoälyyn: parii­si­lais­yhtiön tekoälyä käyttävät jo Nato ja Yhdysvaltain armeija,https://yle.fi/a/74-20081130,9.4.
Uutinen minuutissa: Britanniassa kehitetään avaruusau­rin­ko­pa­neeleja – ne voivat ratkaista Maan energia­tuo­tannon ongelmat,https://yle.fi/a/74-20082299,9.4.
Tampereen Energia aloittaa muutos­neu­vot­telut: säästötarve on viisi miljoonaa euroa,https://yle.fi/a/74-20082757,9.4.
"Lakkoja yritetään kampittaa jopa miljoonan euron uhkasakolla – ”Nämä ovat uudenlaisia keksintöjä”, sanoo professori",https://yle.fi/a/74-20081723,9.4.
Valio aikoo sulkea Helsingin ja Turun mehutehtaat,https://yle.fi/a/74-20082706,9.4.
Hybri­di­tekniikka voi leikata työkoneiden päästöt lähes nolliin – ja siihen saumaan haluaa iskeä myös oululainen Proventia,https://yle.fi/a/74-20081442,9.4.
Osatyö­ky­kyiset halutaan työelämään – Niina Tuovinen etsii töitä päiväksi viikossa: ”Joudun laskemaan tarkasti voimavarani”,https://yle.fi/a/74-20082479,8.4.
"Ruuan arvon­li­sä­veroa kannattaa nostaa, toteaa professori – ”Toki tästä kärsisivät pieni­tu­loiset suuri­tu­loisia enemmän”",https://yle.fi/a/74-20082536,8.4.
"EU:n satojen miljardien eurojen rahanreikiin tarvitaan yhteisvelkaa, arvioivat ekonomistit",https://yle.fi/a/74-20082105,8.4.
"Satamat aukesivat taas viennille – Turussa suma puretaan parissa viikossa, Uudes­sa­kau­pungissa odottaa parituhatta autoa",https://yle.fi/a/74-20082544,8.4.
Näin Pirkanmaan edustajat suhtautuvat hyvin­voin­tia­lueen palkkioista ja ryhmä­rahoista leikkaa­miseen,https://yle.fi/a/74-20082071,8.4.
Suomalaiset työntekijät jakautuvat kahteen: toiset liikkuvat ja nostelevat koko työpäivän – toiset istuvat,https://yle.fi/a/74-20080981,8.4.
Startup-firmat kritisoivat hallituksen aikeita potkia asiantun­tijat helpommin Suomesta: ”Ei heitä kiinnosta sosi­aa­liturva”,https://yle.fi/a/74-20082414,7.4.
Kohta alkaa massiivisen suman purkaminen – sata­ma­lakossa jopa 100 000 konttia jäi käsit­te­lemättä,https://yle.fi/a/74-20082369,7.4.
"Viekö tekoäly nyt luovatkin työt? Tuskinpa, sanovat liikkuvan kuvan ammat­ti­laiset",https://yle.fi/a/74-20081794,7.4.
"Nämä pieni­tu­loiset kannattavat leikkauksia – yhteiskunta on juopunut velkarahasta, sanoo Tommi Nuolioja",https://yle.fi/a/74-20081709,7.4.
"Yritykset jatkavat alekikkailua, vaikka laki­uu­dis­tuksen piti laittaa se kuriin",https://yle.fi/a/74-20081795,7.4.
Hartwall vei suivaan­tu­misen uudelle tasolle – väittää lähes 100 000 euron mainoksessa juomansa kohtelua syrjinnäksi,https://yle.fi/a/74-20082434,6.4.
Huoli nuorison ryppy­voi­det­rendistä leviää Suomeen – hyllyille tulossa varoituksia,https://yle.fi/a/74-20082074,6.4.
"Ulla Nieminen laittoi villa­pai­dastaan kuvan someen, ja pian se löytyi kiina­laisesta netti­kaupasta",https://yle.fi/a/74-20081440,6.4.
Boeingin koneessa epäilty moottoripalo Yhdys­valloissa,https://yle.fi/a/74-20082399,6.4.
"Hyvin­voin­tia­lueet haluaisivat lisäaikaa talouden tasa­pai­not­ta­miseen, mutta lakimuutosta ei ole luvassa",https://yle.fi/a/74-20082242,5.4.
Metso aloittaa muutos­neu­vot­telut Tampereella: työnte­kijöitä voidaan lomauttaa,https://yle.fi/a/74-20082325,5.4.
Korkein oikeus tuomitsi Comptelin entisen toimi­tus­joh­tajan ehdolliseen vankeuteen,https://yle.fi/a/74-20082249,5.4.
Jukkatalon konkurssin raunioille nousee jo kaksi uutta tehdasta – Pyhännällä uskotaan rakennusalan nousuun,https://yle.fi/a/74-20081938,5.4.
Kallistunut ja myöhästynyt ”UPM-juna” alkoi kulkea Uruguayssa – tutkija: matkus­ta­ja­junien toivojat joutuvat pettymään,https://yle.fi/a/74-20082128,5.4.
Vaasa on säästämässä myös kaupun­gin­hal­li­tuksen alaisista toiminnoista: listalla avustukset ja oppilaiden laite­kus­tan­nukset,https://yle.fi/a/74-20082171,4.4.
THL:n Mika Salminen haluaa tuplata sipsien ja makeisten hinnat – näin asiantun­tijat suhtautuvat ruuan terveys­ve­ro­tukseen,https://yle.fi/a/74-20081229,4.4.
Metsä Boardin Kaskisten tehtaan tuotanto on jälleen alkanut,https://yle.fi/a/74-20082159,4.4.
Eläkepomo Suvi-Anne Siimes: ”Eläkkeisiin kohdistuu sama omaisuuden suoja kuin autoihin ja asuntoi­hinkin”,https://yle.fi/a/74-20082077,4.4.
"Irti­sa­no­minen on kohta todella helppoa: asiantuntija selvitti, miten hallituksen uudistukset vertautuvat muihin Pohjois­maihin",https://yle.fi/a/74-20081928,4.4.
Halsua­laisilla on maan neljänneksi pienimmät eläkkeet,https://yle.fi/a/74-20082082,4.4.
"Keitele Group varautuu lomautuksiin, koska satamien lakko täytti varastot – muissakin sahayhtiöissä pohditaan samaa",https://yle.fi/a/74-20082032,4.4.
"Suomessa haetaan kuumeisesti varastoa kasvi­huo­ne­kaasuille, nyt ne pitäisi viedä Norjaan – tästä on kyse",https://yle.fi/a/74-20081925,4.4.
Kari Enqvistin kolumni: Päättäjien pakkopuhe loukkaa ajattelevaa ihmistä,https://yle.fi/a/74-20081736,4.4.
SaiPan kannattajat odottavat seuraan nyt lisää rahaa – tämä kiekkoseuran uudesta omistus­pohjasta tiedetään,https://yle.fi/a/74-20081972,3.4.
"Hana­val­mistaja Oraksen viime vuoden tulos notkahti, eikä yhtiö usko kasvuun vielä tänäkään vuonna",https://yle.fi/a/74-20081977,3.4.
Kaasu­rä­jähdys pysäytti Kemin jättitehtaan – nyt neuvotellaan lomau­tuksista,https://yle.fi/a/74-20081952,3.4.
Vaasan Sport aloittaa muutos­neu­vot­telut – työnkuva muuttuu pysyvästi enintään yhdeksällä henkilöllä,https://yle.fi/a/74-20081787,2.4.
Metsä Group käynnistää Joutsenon sellutehtaan uudelleen,https://yle.fi/a/74-20081771,2.4.
Teräsyhtiö SSAB:n fossii­li­vapaa teräksen minimill-tuotan­to­laitos rakennetaan Ruotsin Luulajaan – ehdolla oli myös Raahe,https://yle.fi/a/74-20081670,2.4.
Raken­nus­työmaat hiljenivät – Kuopion uuden asuinalueen rakentaja toivoo ihmisten hyväksyvän uuden normaalin,https://yle.fi/a/74-20081167,2.4.
"Opiske­li­joiden valmis­tu­mi­sajat pitenevät hallituksen ajamien sosi­aa­li­turvan leikkausten takia, arvioi Takuusäätiö",https://yle.fi/a/74-20081561,1.4.
"Edes pika­ruo­kaketju ei palkkaa korkea­kou­lu­tettua – EK:n asiantuntija: ”Jos saamme jonkun tänne houkuteltua, täytyy pitää kiinni”",https://yle.fi/a/74-20080575,1.4.
"Kysely: Kansalaiset tyrmäävät eläke­läisiltä leikkaamisen – katso, miten vastaukset jakautuivat sukupuolten ja ikäryhmien välillä",https://yle.fi/a/74-20081552,31.3.
"Analyysi: Kun Putin pisti sähköpörssin sekaisin, tuuli oli kuluttajan kaveri",https://yle.fi/a/74-20081220,31.3.
"Näin sää vaikuttaa pörssisähkön hintaan – yksi kuva näyttää myrskyt, helteet ja pakkaset",https://yle.fi/a/74-20081166,31.3.
Lampaanlihan myynti jopa viisin­ker­taistuu pääsiäisenä,https://yle.fi/a/74-20081496,30.3.
Pian joka neljäs Euroopassa myyty sähköauto on kiinalainen,https://yle.fi/a/74-20081531,30.3.
"Asunto­kaupoilla odotetaan nyt, kuinka alas hinnat voivat laskea – alkuvuosi on ollut tahmeaa tarpomista",https://yle.fi/a/74-20081425,29.3.
Työttö­myys­turvan leikkaukset tulevat voimaan maanantaina: tuki voi pudota jopa 390 euroa kuussa,https://yle.fi/a/74-20081351,29.3.
"Tässä ovat Suomen halvimmat sähköautot – vertailimme, mitä rahalla saa",https://yle.fi/a/74-20081374,29.3.
”Cheapflaatiota” tapahtuu myös Suomessa – tuttujen tuotteiden laatua on heikennetty vaivihkaa,https://yle.fi/a/74-20081268,28.3.
Aurin­ko­pa­neelien hinnat kääntyivät selvään laskuun – ero viime vuoteen jopa tonneja,https://yle.fi/a/74-20079845,28.3.
Nuorten ja lasten haitallinen anti-aging-tuotteiden käyttö yleistyy myös Suomessa – myyjät eivät silti halua ikärajoja,https://yle.fi/a/74-20081342,28.3.
Fortum aikoo rakentaa Meri-Poriin akku­ke­mi­kaaleja valmistavan tehtaan,https://yle.fi/a/74-20081393,28.3.
Karton­ki­tehtaan jätti-investointi pelasti pienen kunnan itärajalla – työntekijät kertovat helpo­tuksesta,https://yle.fi/a/74-20081296,28.3.
UPM Kaukaan paperitehdas keskeyttää palkanmaksun pääsiäiseksi – pääluot­ta­musmies: ”Ei tarvitse maksaa pyhä­ko­ro­tuksia”,https://yle.fi/a/74-20081364,28.3.
Bensan hinta jatkoi nousuaan maaliskuussa – keskihinta kaksi euroa litralta,https://yle.fi/a/74-20081329,28.3.
Vanhojen asuntojen hinnoissa roima lasku ja hienoinen nousu,https://yle.fi/a/74-20081307,28.3.
HS: Kaupunki aloittamassa Helsingin areenan pakko­lu­nas­tus­pro­sessin,https://yle.fi/a/74-20081258,27.3.
Latausasemat kokevat kohta mullistuksen: korttimaksu tekee sähköautojen lataamisesta vaivatonta,https://yle.fi/a/74-20080296,27.3.
Akku- ja autotehdas Valmet Automotive aloittaa muutos­neu­vot­telut – lakkojen takia autotehtaan tuotanto seisah­duksissa,https://yle.fi/a/74-20081153,27.3.
"Alkoholin ja tupakan veroja voisi korottaa, sanoo Veron­mak­sajain Lehtinen",https://yle.fi/a/74-20081103,27.3.
"Asunto­mark­ki­noiden tilanne huolestuttaa asiantun­tijoita: ”Herää kysymys, kenellä on varaa asua”",https://yle.fi/a/74-20081095,27.3.
"Viittä synny­tys­sai­raalaa uhkaa lakkautus – lisäisi riskejä eikä toisi säästöjä, sanovat hyvin­voin­tia­lueiden johtajat",https://yle.fi/a/74-20080949,26.3.
Lahden kaupungin johto ennakoi talouden heikentyvän tulevina vuosina,https://yle.fi/a/74-20081016,26.3.
Suomeen suunnitteilla jättimäinen vetyin­vestointi – lopettaisi kokonaan ammoniakin tuonnin Venäjältä,https://yle.fi/a/74-20080945,26.3.
"JVG:n, Käärijän ja Muumien kanssa työsken­nellyttä yhtiötä haetaan konkurssiin – Ylen tietojen mukaan palkkoja jäänyt maksamatta",https://yle.fi/a/74-20080860,26.3.
Erikoinen ennätys: Suomen tuuli­voi­malat kuluttavat sähköä eivätkä tuota mitään,https://yle.fi/a/74-20080956,26.3.
Keravalla selvitettiin pieleen menneiden keppi­kaup­pojen syitä – puutteita valvonnassa ja ohjeiden noudat­ta­misessa,https://yle.fi/a/74-20080960,26.3.
Etla tylyttää: Hallituksen on luovuttava kokonaan neljän miljardin inves­toinneista – myös Turun tunnin junasta,https://yle.fi/a/74-20080925,26.3.
"Konkurs­siaalto jyllää Suomessa, mutta kesän jälkeen saattaa helpottaa, arvioi luotto­va­kuu­tus­yhtiö",https://yle.fi/a/74-20080901,26.3.
"Vanhoista DVD:istä maksetaan nyt hurjia hintoja – näin selvität, löytyykö varastostasi kulta­kim­paleita",https://yle.fi/a/74-20080766,26.3.
Ilmajoen kunnan yt-neuvottelut päättyivät – vähennys yli 23 henki­lö­työvuotta,https://yle.fi/a/74-20080889,26.3.
Saksalaiset sorvaavat yllättävää ratkaisua työvoi­ma­pulaan: neli­päi­väinen työviikko leviää,https://yle.fi/a/74-20080874,26.3.
"Metsä Board ajoi alas Äänekosken karton­ki­tehtaansa, työt ja palkanmaksu jatkuvat",https://yle.fi/a/74-20080822,25.3.
Venäjän talous jatkaa kasvussa – pelkät kasvuluvut antavat sotamaan taloudesta kuitenkin liian ruusuisen kuvan,https://yle.fi/a/74-20080770,25.3.
Kotkan kaupungilla noin 28 miljoonaa euroa ylijäämää – konserni teki histo­rial­lisen kovan tuloksen,https://yle.fi/a/74-20080786,25.3.
Jyväskylän viime vuoden tilinpäätös yllätti posi­tii­visesti,https://yle.fi/a/74-20080781,25.3.
Kuhmolainen: Vuokra­ta­lo­yhtiön henki­lö­kuntaan kuuluvan epäillään kavaltaneen noin 174 000 euroa yhtiön tililtä,https://yle.fi/a/74-20080805,25.3.
Akku- ja auto­val­mistaja Valmet Automotive keskeytti tuotannon lakkojen takia – nyt keskeytyy myös palkanmaksu,https://yle.fi/a/74-20080747,25.3.
"Entinen vajaa­mie­lis­laitos nostaa tunteet pintaan – ”Ylinen oli koti”, sanoo pitkä­ai­kainen asukas Seppo Viitanen",https://yle.fi/a/74-20079703,24.3.
"Kulut­ta­ja­rii­ta­lau­takunta: Jos kesämökin ostaa talvella, ostaa sian säkissä – katso mistä mökki­kaupoissa riidellään",https://yle.fi/a/74-20079650,24.3.
Asiantuntija varoittaa: Valmistajat heikentävät elintar­vik­keiden laatua ja nostavat hintoja,https://yle.fi/a/74-20080553,24.3.
Kommentti: Hiihtoliiton uusi puheen­johtaja tekee kahdella tavalla historiaa – ei käy kadehtiminen,https://yle.fi/a/74-20080650,24.3.
Tori.fi muutti kaupan­käyntinsä perus­teel­lisesti – tällainen uusi huijaus on nyt mahdollinen,https://yle.fi/a/74-20080597,24.3.
"Jätti­sel­vitys: Suomen halvimmat ja kalleimmat mökkikunnat – yllä­ty­syk­könen, katso yli 200 kunnan lista",https://yle.fi/a/74-20078611,24.3.
Sähköyhtiöt houkut­te­levat nyt pätkä­so­pi­muksilla uusia asiakkaita – syksyllä edessä luultavasti kalliimpi diili,https://yle.fi/a/74-20080414,22.3.
"Metsä Group maksaa palkkaa tuotannon seisoessa, vaikka muut eivät – pääjohtaja: Henki­löstömme ei ole riidan osapuoli",https://yle.fi/a/74-20080538,22.3.
Lataus­lai­te­val­mistaja Kempower varoittaa alkuvuoden tuloksensa kärsivän lakkojen takia,https://yle.fi/a/74-20080562,22.3.
Läpimurto akku­tek­no­logiassa vauhdittaa Suomen työkoneiden vientiä ulkomaille,https://yle.fi/a/74-20078084,22.3.
Kartta näyttää: Nämä kaikki tehtaat ovat nyt hiljenemässä,https://yle.fi/a/74-20080505,22.3.
Yhdysvallat haastoi Applen oikeuteen mono­po­lia­seman väärin­käytöstä,https://yle.fi/a/74-20080490,22.3.
Savonlinnan taloutta varjostavat tummat pilvet – vielä viime vuosi oli tukevasti plussalla,https://yle.fi/a/74-20080522,22.3.
Euroopasta on tulossa ”hyvinvoinnin museo” – samalla USA:ssa tehdään maailmaa mullistavia läpimurtoja yksi toisensa perään,https://yle.fi/a/74-20080424,22.3.
Sähkö­mark­ki­noiden hullu vuosi kasvatti Suur-Savon Sähkön liikevaihtoa lähes 100 miljoonalla eurolla,https://yle.fi/a/74-20080464,22.3.
Oletko mökkeilijänä päästöhyvis vai -pahis? Vertaa omaa hiili­ja­lan­jälkeäsi muihin uudella päästö­las­kurilla,https://yle.fi/a/74-20079872,22.3.
"Imatran kaupunki teki edellisvuotta paremman tuloksen — ylijäämä 4,7 miljoonaa euroa",https://yle.fi/a/74-20080394,22.3.
Haapa haluttiin aiemmin hävittää metsistä jopa kokonaan – suhtau­tu­minen muuttui vuosi­kym­menissä täysin,https://yle.fi/a/74-20080094,22.3.
Pörssiyhtiö Rush Factoryn kohtalo ratkeaa pikku­kunnassa huhtikuussa – kriittiset rakennustyöt ovat yhtiön mukaan edenneet,https://yle.fi/a/74-20080043,22.3.
Reddit listautui pörssiin – meemi­si­joit­tajia lietsoneen sivuston kurssi ampaisi jopa 70 prosentin nousuun,https://yle.fi/a/74-20080123,21.3.
"Analyysi: Eurooppa ei vain suostu päästämään irti Venäjästä, ja siksi syrjäisessä Suomessa on outo symbioosi",https://yle.fi/a/74-20080333,21.3.
"Ruotsissa euron kannatus kasvaa, nyt jo lähes kolmannes  luopuisi kruunusta",https://yle.fi/a/74-20080351,21.3.
Lakon pitkit­ty­minen laskee Outokummun käyttö­katetta,https://yle.fi/a/74-20080359,21.3.
Juomajätti haukkuu hallituksen alko­ho­li­uu­dis­tuksen pystyyn: perustelut ovat naurettavia ja tuulesta temmattuja,https://yle.fi/a/74-20080067,21.3.
"Suomalaisten ei kannattaisi hymähdellä onnel­li­suus­ra­portille, vaan ottaa siitä kaikki irti, sanoo professori",https://yle.fi/a/74-20080256,21.3.
"”Tuontikielto olisi kata­stro­faa­linen” – ministeri Rydman perustelee, miksi nikkeli- ja lannoi­tekauppa Venäjältä jatkuu",https://yle.fi/a/74-20080267,21.3.
"Nyt se on virallista: Mikkelin kaupungin tulos oli viime vuonna 19,7 miljoonaa euroa plussalla",https://yle.fi/a/74-20080324,21.3.
Viisi osuuspankkia aikoo yhdistyä Sataharjun Osuuspankiksi,https://yle.fi/a/74-20080302,21.3.
Pori teki ylijäämäisen tuloksen – haastavat vuodet silti edessä,https://yle.fi/a/74-20080275,21.3.
Tehdas Suomessa jalostaa venäläistä nikkeliä ja palauttaa sota­teol­li­suudelle yleistä kuparia – näin toimi­tus­johtaja kommentoi,https://yle.fi/a/74-20079921,21.3.
Oulussa haikaillaan hotel­li­ra­ken­ta­misen buumia: tavoitteena jopa 1 500 uutta vuodepaikkaa,https://yle.fi/a/74-20079667,21.3.
